"responseid	respid	d3	d5	d6a	dagechildfinal	d7	d8	ITEM_01	ITEM_02	ITEM_03	ITEM_04	ITEM_05	ITEM_06	ITEM_07	ITEM_08	ITEM_09	ITEM_10	ITEM_11	ITEM_12	ITEM_13	ITEM_14	ITEM_15	ITEM_16	ITEM_17	ITEM_18	ITEM_19	ITEM_20	ITEM_21	ITEM_22	ITEM_23	ITEM_24	ITEM_25	a2	a3_1	a3_2	a3_3	a3dk	a4_1	a5_1	a6_1	a4_2	a5_2	a6_2	a4_3	a5_3	a6_3	a7	a10_1	a10_2	a10_3	a10_4	a10_5	a10_6	a10_7	a10_8	a10_9	a10_10	a10_11	a10_12	dob	gender	age	ageband	natrepage	gor	child_gender	c_age	white	ITEM_07r	ITEM_21r	ITEM_25r	ITEM_11r	ITEM_14r	rc_game_01_name	rc_game01_edition	pegi_one_violence	rc_game01_confidence	rc_game_01_rating_ESRB	rc_game_01_esrb_Alcohol	rc_game_01_esrb_Animated_Blood	rc_game_01_esrb_Blood	rc_game_01_esrb_Blood_and_Gore	rc_game_01_esrb_Cartoon_Violence	rc_game_01_esrb_Comic_Mischief	rc_game_01_esrb_Crude_Humor	rc_game_01_esrb_Drug_Reference	rc_game_01_esrb_Fantasy_Violence	rc_game_01_esrb_Intense_Violence	rc_game_01_esrb_Language	rc_game_01_esrb_Lyrics	rc_game_01_esrb_Mature_Humor	rc_game_01_esrb_Nudity	rc_game_01_esrb_Partial_Nudity	rc_game_01_esrb_Real_Gambling	rc_game_01_esrb_Sexual_Content	rc_game_01_esrb_Sexual_Themes	rc_game_01_esrb_Sexual_Violence	rc_game_01_esrb_Simulated_Gambling	rc_game_01_esrb_Strong_Language	rc_game_01_esrb_Strong_Lyrics	rc_game_01_esrb_Strong_Sexual_Content	rc_game_01_esrb_Suggestive_Themes	rc_game_01_esrb_Tobacco_Reference	rc_game_01_esrb_Use_of_Alcohol	rc_game_01_esrb_Use_of_Drugs	rc_game_01_esrb_Use_of_Tobacco	rc_game_01_esrb_Violence	rc_game_01_esrb_Violent_References	rc_a2	rc_a3dk	rc_game_01_rating_PEGI	rc_game_01_violence_PEGI	rc_game_01_language_PEGI	rc_game_01_fear_PEGI	rc_game_01_gambling_PEGI	rc_game_01_sex_PEGI	rc_game_01_drugs_PEGI	rc_game_01_discrimination_PEGI	rc_game_01_how	rc_game_01_multi	rc_game_01_time	rc_game_02_name	rc_game_02_edition	rc_game02_confidence	rc_game_02_rating_ESRB	rc_game_02_esrb_Alcohol	rc_game_02_esrb_Animated_Blood	rc_game_02_esrb_Blood	rc_game_02_esrb_Blood_and_Gore	rc_game_02_esrb_Cartoon_Violence	rc_game_02_esrb_Comic_Mischief	rc_game_02_esrb_Crude_Humor	rc_game_02_esrb_Drug_Reference	rc_game_02_esrb_Fantasy_Violence	rc_game_02_esrb_Intense_Violence	rc_game_02_esrb_Language	rc_game_02_esrb_Lyrics	rc_game_02_esrb_Mature_Humor	rc_game_02_esrb_Nudity	rc_game_02_esrb_Partial_Nudity	rc_game_02_esrb_Real_Gambling	rc_game_02_esrb_Sexual_Content	rc_game_02_esrb_Sexual_Themes	rc_game_02_esrb_Sexual_Violence	rc_game_02_esrb_Simulated_Gambling	rc_game_02_esrb_Strong_Language	rc_game_02_esrb_Strong_Lyrics	rc_game_02_esrb_Strong_Sexual_Content	rc_game_02_esrb_Suggestive_Themes	rc_game_02_esrb_Tobacco_Reference	rc_game_02_esrb_Use_of_Alcohol	rc_game_02_esrb_Use_of_Drugs	rc_game_02_esrb_Use_of_Tobacco	rc_game_02_esrb_Violence	rc_game_02_esrb_Violent_References	rc_game_02_rating_PEGI	rc_game_02_violence_PEGI	rc_game_02_language_PEGI	rc_game_02_fear_PEGI	rc_game_02_gambling_PEGI	rc_game_02_sex_PEGI	rc_game_02_drugs_PEGI	rc_game_02_discrimination_PEGI	rc_game_02_how	rc_game_02_multi	rc_game_02_time	rc_game_03_name_PEGI	rc_game_03_edition	rc_game_03_confidence	rc_game_03_rating_ESRB	rc_game_03_esrb_Alcohol	rc_game_03_esrb_Animated_Blood	rc_game_03_esrb_Blood	rc_game_03_esrb_Blood_and_Gore	rc_game_03_esrb_Cartoon_Violence	rc_game_03_esrb_Comic_Mischief	rc_game_03_esrb_Crude_Humor	rc_game_03_esrb_Drug_Reference	rc_game_03_esrb_Fantasy_Violence	rc_game_03_esrb_Intense_Violence	rc_game_03_esrb_Language	rc_game_03_esrb_Lyrics	rc_game_03_esrb_Mature_Humor	rc_game_03_esrb_Nudity	rc_game_03_esrb_Partial_Nudity	rc_game_03_esrb_Real_Gambling	rc_game_03_esrb_Sexual_Content	rc_game_03_esrb_Sexual_Themes	rc_game_03_esrb_Sexual_Violence	rc_game_03_esrb_Simulated_Gambling	rc_game_03_esrb_Strong_Language	rc_game_03_esrb_Strong_Lyrics	rc_game_03_esrb_Strong_Sexual_Content	rc_game_03_esrb_Suggestive_Themes	rc_game_03_esrb_Tobacco_Reference	rc_game_03_esrb_Use_of_Alcohol	rc_game_03_esrb_Use_of_Drugs	rc_game_03_esrb_Use_of_Tobacco	rc_game_03_esrb_Violence	rc_game_03_esrb_Violent_References	rc_game_03_rating_PEGI	rc_game_03_violence_PEGI	rc_game_03_language_PEGI	rc_game_03_fear_PEGI	rc_game_03_gambling_PEGI	rc_game_03_sex_PEGI	rc_game_03_drugs_PEGI	rc_game_03_discrimination_PEGI	rc_game_03_how_PEGI	rc_game_03_multi_PEGI	rc_game_03_time_PEGI	game_one_violent_time	pegi_present_one	pegi_present_two	pegi_present_3	pegi_two_violence	agg_01	agg_02	agg_03	agg_04	agg_05	agg_06	agg_07	agg_08	agg_09	agg_10	agg_11	agg_12	trait_physical	trait_verbal	trait_anger	trait_hostility	child_age	game_two_violent_time	pegi_three_violence	game_three_violent_time	game_violent_time	check	gaming_time	game_violent_time_square	pegi_one_sensitivity	pegi_two_sensitivity	pegi_three_sensitivity	game_one_sensitive_time	game_two_sensitive_time	game_three_sensitive_time	game_sensitive_time	game_sensitive_time_squared	violent_game_player	esrb_01_violence	esrb_present	esrb_present_01	esrb_present_02	esrb_02_violence	esrb_present_03	esrb_03_violence	game_one_time	game_two_time	game_three_time	game_01_violent_time_esrb	game_02_violent_time_esrb	game_03_violent_time_esrb	violent_game_time_esrb	game_violent_time_square_esrb	female	conduct_problems	prosocial	ZRE_1	violent_game_time_semi_partial"
"1103	1103	Between ?24,500 and ?34,499	White British	3	14	Mother	Female	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Certainly true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Certainly true	Not true	Not true	Not true	Certainly true	No	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Very unlike me	Neither like or unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Neither like or unlike me	Very unlike me	Very unlike me	Very unlike me	8/20/1970	Female	47	41-55	45 to 54	South East	1	14	1	1	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	No	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	1	3	1	1	1	1	1	1	3	1	1	1	1	1,666666667	1,666666667	1	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	 	0	 	 	 	 	 	 	 	 	 	1	5	15	 	 "
"1109	1109	Between ?24,500 and ?34,499	White British	2	14	Mother	Female	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Somewhat true	Not true	Not true	Not true	Certainly true	Not true	Not true	Somewhat true	Somewhat true	Not true	Somewhat true	Not true	Not true	Certainly true	Certainly true	Not true	Somewhat true	Somewhat true	Certainly true	Yes	Pool	Poker	Bingo	Not selected	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, online and offline	About 3 hours a day	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, online and offline	About 3 hours a day	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, online and offline	About 3 hours a day	Neither agree or disagree	Very unlike me	Very unlike me	Unlike me	Like me	Unlike me	Very unlike me	Neither like or unlike me	Very unlike me	Unlike me	Unlike me	Neither like or unlike me	Like me	02.05.1984	Female	34	25-40	25 to 34	North West	1	14	1	2	1	1	1	2	8 Ball Pool	 	0	Missing rating or App without rating	Early Childhood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 3	 	 	 	 	 	 	 	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, online and offline	About 3 hours a day	Poker	Zynga Poker	Missing rating or App without rating	Mature	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Does contain this content	 	 	 	 	 	 	 	 	 	 	PEGI 17	 	 	 	Does contain this content	 	 	 	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, online and offline	About 3 hours a day	Bingo	 	Missing rating or App without rating	Everyone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	PEGI 3	 	 	 	 	 	 	 	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, online and offline	About 3 hours a day	0	1	1	1	0	1	1	2	4	2	1	3	1	2	2	3	4	2	2,333333333	1,666666667	2,666666667	14	0	0	0	0	3	9	0	0	3	0	0	9	0	9	81	0	0	1	1	1	0	1	0	3	3	3	0	0	0	0	0	1	6	12	-0,662297253	-0,662297253"
"1110	1110	Between ?54,500 and ?64,499	White British	2	15	Father	Female	Certainly true	Not true	Somewhat true	Certainly true	Not true	Not true	Certainly true	Somewhat true	Certainly true	Not true	Certainly true	Not true	Not true	Certainly true	Somewhat true	Not true	Certainly true	Not true	Somewhat true	Certainly true	Somewhat true	Not true	Not true	Somewhat true	Somewhat true	Yes	candy crush	words with friends	 	Not selected	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	No	About half an hour a day	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, online only	About half an hour a day	 	 	 	Disagree	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	11/25/1971	Male	46	41-55	45 to 54	North East	1	15	1	1	2	2	1	1	Candy Crush Saga	 	0	Rating avaliable for ESRB and PEGI, but edition unspecified	Early Childhood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 3	 	 	 	 	 	 	 	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	No	About half an hour a day	Words with Friends	 	Missing rating or App without rating	Early Childhood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	PEGI 3	 	 	 	 	 	 	 	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, online only	About half an hour a day	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	0	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1,333333333	15	0	 	 	0	2	1	0	0	0	 	0	0	 	0	0	0	0	1	1	1	0	0	 	0,5	0,5	 	0	0	 	0	0	1	5	15	-0,637984211	-0,637984211"
"1122	1122	Between ?17,500 and ?24,499	Would rather not say	1	14	Mother	Female	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Certainly true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Somewhat true	Not true	Certainly true	Not true	Somewhat true	Yes	 	 	 	Don't know	 	 	 	 	 	 	 	 	 	Strongly disagree	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very like me	Unlike me	Unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	Very unlike me	9/27/1974	Female	43	41-55	35 to 44	South East	1	14	0	1	2	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Don't know	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	1	1	1	1	5	2	2	1	1	1	1	1	1	2,333333333	1,333333333	1,333333333	14	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	 	0	 	 	 	 	 	 	 	 	 	1	5	15	 	 "
"1123	1123	Between ?44,500 and ?54,499	White British	2	15	Father	Female	Certainly true	Not true	Not true	Certainly true	Somewhat true	Not true	Certainly true	Somewhat true	Certainly true	Somewhat true	Certainly true	Certainly true	Not true	Somewhat true	Not true	Somewhat true	Certainly true	Not true	Certainly true	Certainly true	Certainly true	Not true	Not true	Certainly true	Certainly true	Yes	mario party	baseball gz	diddy kong	Not selected	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 5 hours a day	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 1 hour a day	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 2 hours a day	Strongly agree	Unlike me	Like me	Neither like or unlike me	Neither like or unlike me	Like me	Very unlike me	Unlike me	Very unlike me	Neither like or unlike me	Neither like or unlike me	Like me	Unlike me	5/14/1983	Male	34	25-40	25 to 34	London	1	15	1	1	1	1	1	2	Mario Party 8	Mario Party 8	0	Rating avaliable for ESRB and PEGI	Everyone	 	 	 	 	Does contain this content	Does contain this content	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 3	 	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 5 hours a day	Out of the Park Baseball	 	Rating avaliable for ESRB and PEGI	Everyone 10+	 	 	 	 	 	 	 	Does contain this content	 	 	Does contain this content	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Does contain this content	 	PEGI 3	 	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 1 hour a day	Diddy Kong Racing	 	Rating avaliable for ESRB and PEGI	Everyone	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	PEGI 3	 	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 2 hours a day	0	1	1	1	0	2	4	3	3	4	1	2	1	3	3	4	2	2	3,333333333	2,333333333	3	15	0	0	0	0	5	8	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	5	1	2	0	1	0	1	1	1	8	15	-0,67756424	-0,67756424"
"1124	1124	Between ?12,500 and ?17,499	Pakistani	4	15	Mother	Female	Somewhat true	Certainly true	Not true	Certainly true	Certainly true	Not true	Not true	Somewhat true	Certainly true	Somewhat true	Certainly true	Not true	Somewhat true	Certainly true	Certainly true	Not true	Somewhat true	Not true	Not true	Certainly true	Certainly true	Not true	Not true	Somewhat true	Not true	Yes	Fort nite	Mine craft	WWE	Not selected	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 5 hours a day	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 2 hours a day	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 5 hours a day	Agree	Unlike me	Unlike me	Very unlike me	Like me	Unlike me	Neither like or unlike me	Neither like or unlike me	Very unlike me	Neither like or unlike me	Very unlike me	Unlike me	Neither like or unlike me	9/14/1973	Female	44	41-55	35 to 44	West Midlands	1	15	0	3	1	3	1	1	Fortnite	 	1	Rating avaliable for ESRB and PEGI	Everyone 10+	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 12	Does contain this content	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 5 hours a day	Minecraft	 	Rating avaliable for ESRB and PEGI	Everyone 10+	 	 	 	 	 	 	 	 	Does contain this content	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	PEGI 7	Does contain this content	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 2 hours a day	WWE	WWE (Unspecified)	Rating avaliable for ESRB and PEGI	Teen	Does contain this content	 	Does contain this content	 	 	 	 	 	 	 	Does contain this content	 	 	 	 	 	 	 	 	 	 	 	 	Does contain this content	 	 	 	 	Does contain this content	 	PEGI 12	Does contain this content	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 5 hours a day	5	1	1	1	1	2	2	1	4	2	3	3	1	3	1	2	3	2,333333333	2,333333333	2,333333333	2	15	2	1	5	12	4	12	144	1	1	1	5	5	5	15	225	1	0	1	1	1	1	1	1	5	2	5	0	2	5	7	49	1	9	13	4,484079919	4,484079919"
"1133	1133	Between ?74,500 and ?89,999	White British	3	15	Mother	Female	Certainly true	Not true	Somewhat true	Certainly true	Not true	Somewhat true	Certainly true	Somewhat true	Certainly true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Certainly true	Certainly true	Not true	Not true	Certainly true	Certainly true	Not true	Somewhat true	Somewhat true	Certainly true	No	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Very unlike me	Unlike me	Unlike me	Very unlike me	Very unlike me	Unlike me	Like me	Very unlike me	Neither like or unlike me	Very unlike me	Like me	Neither like or unlike me	6/24/1973	Female	44	41-55	35 to 44	North East	1	15	1	1	1	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	No	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	1	2	2	1	1	2	4	1	3	1	4	3	1	2	2	3,333333333	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	 	0	 	 	 	 	 	 	 	 	 	1	5	15	 	 "
"1138	1138	Between ?64,500 and ?74,499	White British	2	14	Mother	Female	Not true	Not true	Not true	Not true	Not true	Certainly true	Not true	Not true	Not true	Not true	Not true	Not true	Not true	Somewhat true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Not true	Certainly true	Not true	Certainly true	Yes	 	 	 	Don't know	 	 	 	 	 	 	 	 	 	Neither agree or disagree	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	Unlike me	Neither like or unlike me	Neither like or unlike me	Unlike me	Neither like or unlike me	Unlike me	Neither like or unlike me	Like me	12/21/1974	Female	43	41-55	35 to 44	London	1	14	1	3	3	1	3	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Don't know	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	3	3	3	3	2	3	3	2	3	2	3	4	2,666666667	3	2,666666667	3	14	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	 	0	 	 	 	 	 	 	 	 	 	1	7	9	 	 "
"1147	1147	Between ?17,500 and ?24,499	White British	1	14	Guardian/main caregiver	Female	Somewhat true	Certainly true	Not true	Somewhat true	Somewhat true	Somewhat true	Somewhat true	Not true	Somewhat true	Somewhat true	Somewhat true	Not true	Not true	Somewhat true	Not true	Not true	Somewhat true	Not true	Not true	Somewhat true	Somewhat true	Not true	Not true	Not true	Somewhat true	No	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Very unlike me	Like me	Very unlike me	Very unlike me	Like me	Like me	Unlike me	Very unlike me	Like me	Like me	Unlike me	Like me	07.10.1956	Female	61	56-70	55 to 64	North West	1	14	1	2	2	2	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	No	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	1	4	1	1	4	4	2	1	4	4	2	4	1	4	4	1,666666667	14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	 	0	 	 	 	 	 	 	 	 	 	1	7	10	 	 "
"1148	1148	Between ?24,500 and ?34,499	White British	3	15	Father	Female	Certainly true	Certainly true	Not true	Certainly true	Certainly true	Somewhat true	Somewhat true	Somewhat true	Somewhat true	Not true	Somewhat true	Somewhat true	Certainly true	Somewhat true	Somewhat true	Somewhat true	Certainly true	Certainly true	Certainly true	Somewhat true	Somewhat true	Certainly true	Somewhat true	Somewhat true	Somewhat true	Yes	Candy crush	 	 	Not selected	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, online and offline	About half an hour a day	 	 	 	 	 	 	Agree	Like me	Neither like or unlike me	Like me	Like me	Like me	Unlike me	Unlike me	Like me	Like me	Unlike me	Neither like or unlike me	Like me	9/15/1982	Male	35	25-40	35 to 44	Yorkshire and the Humber	1	15	1	2	2	2	2	2	Candy Crush Saga	 	0	Rating avaliable for ESRB and PEGI, but edition unspecified	Early Childhood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 3	 	 	 	 	 	 	 	Smartphone or tablet computer (e.g. iPhone, Andriod, etc.)	Yes, online and offline	About half an hour a day	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	 	4	3	4	4	4	2	2	4	4	2	3	4	4	3,666666667	2,666666667	3	15	 	 	 	0	4	0,5	0	0	 	 	0	 	 	0	0	0	0	1	1	0	 	0	 	0,5	 	 	0	 	 	0	0	1	13	13	-0,872306737	-0,872306737"
"1153	1153	Between ?24,500 and ?34,499	Pakistani	3	14	Mother	Female	Somewhat true	Somewhat true	Somewhat true	Somewhat true	Certainly true	Not true	Somewhat true	Certainly true	Somewhat true	Somewhat true	Certainly true	Not true	Somewhat true	Somewhat true	Certainly true	Not true	Somewhat true	Not true	Not true	Somewhat true	Somewhat true	Not true	Not true	Certainly true	Somewhat true	Yes	Fifa 17	Call of duty	 	Not selected	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 1 hour a day	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About half an hour a day	 	 	 	Neither agree or disagree	Like me	Like me	Like me	Like me	Neither like or unlike me	Like me	Like me	Neither like or unlike me	Neither like or unlike me	Like me	Neither like or unlike me	Neither like or unlike me	8/26/1984	Female	33	25-40	25 to 34	London	1	14	0	2	2	2	1	2	FIFA	FIFA 17	0	Rating avaliable for ESRB and PEGI	Early Childhood	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Yes	Not selected	PEGI 3	 	 	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About 1 hour a day	Call of Duty	Call of Duty (Unspecified)	Rating avaliable for ESRB and PEGI, but edition unspecified	Teen	 	 	Does contain this content	 	 	 	 	 	 	 	Does contain this content	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Does contain this content	 	PEGI 17	Does contain this content	Does contain this content	 	 	 	 	 	Console (e.g. PlayStation, Xbox, Nintendo Wii, etc.)	Yes, online and offline	About half an hour a day	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	1	0	1	4	4	4	4	3	4	4	3	3	4	3	3	3,666666667	3,333333333	3,666666667	3,666666667	14	0,5	 	 	0,5	3	1,5	0,25	0	3	 	0	 	 	0	0	1	0	1	1	1	1	0	 	1	0,5	 	0	0,5	 	0,5	0,25	1	8	10	-0,671516513	-0,671516513"
"1154	1154	Between ?24,500 and ?34,499	White British	3	15	Mother	Female	Certainly true	Not true	Not true	Certainly true	Not true	Somewhat true	Certainly true	Somewhat true	Certainly true	Not true	Certainly true	Not true	Not true	Certainly true	Somewhat true	Not true	Certainly true	Not true	Somewhat true	Somewhat true	Certainly true	Not true	Somewhat true	Somewhat true	Somewhat true	No	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Neither like or unlike me	Like me	Like me	Neither like or unlike me	Neither like or unlike me	Neither like or unlike me	Like me	Neither like or unlike me	Neither like or unlike me	Unlike me	Unlike me	Neither like or unlike me	01.09.1986	Female	32	25-40	25 to 34	South West	1	15	1	1	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	No	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	0	 	3	4	4	3	3	3	4	3	3	2	2	3	3	3,333333333	2,666666667	3,333333333	15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	 	0	0	0	 	0	 	 	 	 	 	 	 	 	 	1	5	14	 	 "
